battery_power,blue,clock_speed,dual_sim,fc,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,touch_screen,wifi,price_range,combined_g,screen_size,pixel_density
1476,False,0.5,False,0.0,43.0,0.7,148.0,2.0,2.0,3644.0,6,False,True,3,4,18.0,195994.9
1579,True,1.5,False,0.0,27.0,0.2,142.0,6.0,18.0,1713.0,10,True,True,1,3,16.5,74739.6
1277,False,3.0,False,0.0,41.0,0.3,200.0,4.0,3.0,429.0,14,True,True,0,4,9.8,100324.5
1089,True,0.9,True,12.0,2.0,0.7,145.0,5.0,15.0,2765.0,10,False,True,2,4,17.7,45238.6
1663,True,2.5,True,13.0,27.0,0.3,169.0,4.0,14.0,2084.0,18,False,False,2,4,7.1,168423.8
1949,False,1.8,False,0.0,20.0,0.8,186.0,5.0,4.0,1125.0,9,False,False,1,2,19.7,15566.3
1138,False,1.1,False,5.0,48.0,0.6,109.0,3.0,14.0,2048.0,18,True,True,2,4,6.0,69006.8
685,False,2.7,False,7.0,17.0,0.3,174.0,6.0,20.0,1223.0,18,False,True,0,3,8.0,78843.8
1889,False,2.8,False,5.0,31.0,1.0,132.0,1.0,10.0,3672.0,3,True,True,3,4,5.1,36866.7
857,True,2.0,True,3.0,17.0,0.2,195.0,7.0,9.0,3100.0,13,True,False,2,3,17.7,8408.8
1902,False,2.8,True,6.0,50.0,0.8,124.0,8.0,9.0,343.0,18,True,False,0,2,13.6,116971.0
1225,True,2.4,False,0.0,15.0,0.1,155.0,5.0,0.0,1970.0,15,True,False,1,3,17.9,46082.7
1066,False,1.6,False,5.0,39.0,0.6,131.0,5.0,17.0,2728.0,17,True,True,2,3,6.0,105997.7
1554,True,0.5,True,11.0,5.0,1.0,124.0,3.0,12.0,3635.0,18,False,False,3,2,8.1,77000.6
1337,False,0.5,False,13.0,31.0,0.8,186.0,2.0,20.0,2180.0,16,False,True,1,3,8.1,3816.3
1926,True,1.7,True,1.0,33.0,0.4,172.0,3.0,2.0,2488.0,14,False,False,2,4,6.1,186258.0
869,False,1.3,True,3.0,34.0,0.1,104.0,2.0,4.0,3864.0,11,False,False,3,3,13.3,19371.6
1278,True,0.5,True,1.0,54.0,0.1,104.0,8.0,16.0,1155.0,20,False,True,0,2,7.1,61373.2
1773,True,2.5,False,16.0,32.0,0.6,170.0,6.0,18.0,3566.0,13,False,True,3,4,18.0,99360.0
1661,True,0.8,True,1.0,6.0,1.0,109.0,7.0,2.0,864.0,2,False,True,1,4,12.0,66181.5
1438,False,2.2,False,0.0,32.0,0.6,176.0,7.0,6.0,869.0,9,True,True,0,4,23.0,49383.9
1661,True,1.4,False,0.0,29.0,0.3,119.0,2.0,0.0,591.0,9,True,True,0,3,9.2,50162.6
1846,True,0.6,False,1.0,19.0,0.7,159.0,1.0,2.0,1333.0,11,True,True,1,2,16.2,3960.4
1260,True,2.0,True,2.0,23.0,0.2,123.0,7.0,10.0,2208.0,10,False,True,2,4,16.3,72899.7
512,True,0.5,True,7.0,15.0,0.9,83.0,3.0,15.0,2610.0,15,True,True,2,2,22.8,20193.0
581,False,2.2,False,0.0,59.0,0.7,185.0,5.0,6.0,2819.0,9,False,True,2,2,25.5,50793.7
1872,True,2.3,False,6.0,44.0,0.7,134.0,3.0,15.0,1955.0,15,False,True,2,3,9.8,58967.4
687,True,1.3,False,9.0,50.0,0.6,151.0,4.0,20.0,3416.0,8,True,False,3,4,15.2,44222.6
1062,True,2.5,True,6.0,10.0,0.9,160.0,1.0,13.0,3803.0,16,False,True,3,2,7.6,379470.0
1678,True,2.3,True,11.0,7.0,0.5,192.0,1.0,14.0,574.0,19,False,False,0,3,5.8,127057.6
1417,True,0.5,False,10.0,45.0,0.9,166.0,4.0,19.0,2129.0,12,False,True,1,4,15.8,23706.1
1074,False,2.4,True,2.0,9.0,0.9,103.0,6.0,14.0,1948.0,18,True,True,1,4,13.0,69276.3
1832,False,0.7,False,2.0,2.0,0.6,90.0,7.0,6.0,2978.0,18,False,False,2,2,19.3,6302.8
1039,False,1.3,False,0.0,12.0,0.8,200.0,8.0,0.0,1619.0,10,True,True,1,4,7.1,367458.6
1059,False,2.4,False,8.0,61.0,0.1,134.0,3.0,18.0,3716.0,11,True,False,3,3,19.8,156086.3
1606,False,1.4,False,3.0,57.0,0.1,154.0,4.0,4.0,3454.0,20,False,True,3,2,15.3,141722.1
1928,True,1.8,False,9.0,19.0,1.0,187.0,3.0,20.0,3777.0,13,True,True,3,4,7.3,149558.9
1875,True,0.5,True,11.0,55.0,0.7,91.0,1.0,17.0,2712.0,6,False,True,3,4,7.3,479381.4
1128,True,1.1,False,9.0,46.0,0.9,135.0,8.0,10.0,1434.0,11,False,False,1,4,5.0,237616.4
1748,False,1.7,True,6.0,14.0,0.5,146.0,3.0,7.0,3968.0,3,False,True,3,4,20.0,53000.3
1413,False,0.5,True,5.0,51.0,0.3,117.0,5.0,11.0,3383.0,2,False,False,3,2,16.8,5754.7
825,False,0.5,True,0.0,23.0,0.1,86.0,2.0,0.0,3278.0,2,False,True,3,4,10.0,39490.2
1589,True,1.4,False,3.0,26.0,0.1,100.0,8.0,16.0,3970.0,18,False,True,3,4,17.9,164402.6
535,True,0.5,True,8.0,54.0,0.5,145.0,8.0,15.0,2674.0,10,False,False,2,4,16.1,41409.3
1780,True,0.5,False,6.0,27.0,0.1,190.0,4.0,11.0,2776.0,14,True,True,3,3,25.5,76362.9
1671,False,0.6,True,7.0,61.0,0.1,129.0,2.0,11.0,2336.0,7,False,False,2,4,10.8,20650.4
1821,False,0.9,False,9.0,12.0,0.3,114.0,1.0,18.0,2430.0,6,True,True,2,4,8.1,21591.5
1076,True,2.6,False,3.0,38.0,0.7,119.0,6.0,8.0,891.0,9,True,False,0,4,18.2,6485.4
532,True,0.8,True,3.0,8.0,0.1,193.0,5.0,10.0,728.0,8,True,False,0,3,13.9,118158.4
777,True,2.6,False,3.0,30.0,0.9,148.0,5.0,17.0,3886.0,7,False,False,3,3,17.2,12559.7
1217,True,0.5,False,3.0,17.0,0.5,182.0,4.0,13.0,1711.0,9,False,True,1,3,7.6,52223.2
1656,True,1.6,True,0.0,16.0,1.0,117.0,7.0,2.0,2856.0,20,True,True,2,3,14.3,20117.5
1185,False,1.9,False,0.0,31.0,0.4,152.0,8.0,7.0,2447.0,3,True,True,2,3,16.1,85363.6
577,False,2.4,False,8.0,37.0,0.9,161.0,6.0,20.0,814.0,19,True,True,0,4,13.0,121242.3
737,True,2.4,True,7.0,49.0,0.6,193.0,4.0,16.0,2951.0,10,True,False,2,2,7.0,163229.0
704,False,2.2,True,4.0,53.0,0.2,186.0,6.0,6.0,3653.0,15,True,True,2,3,7.1,35811.7
525,True,0.5,True,5.0,51.0,0.5,137.0,8.0,11.0,1891.0,12,True,False,1,2,18.2,22845.8
504,True,0.5,True,5.0,16.0,0.1,166.0,1.0,9.0,701.0,15,False,True,0,3,22.7,56257.9
793,False,1.2,True,1.0,38.0,0.6,176.0,4.0,7.0,3139.0,12,True,True,3,4,6.1,364785.2
569,False,0.6,True,2.0,39.0,0.1,184.0,8.0,9.0,2811.0,7,False,True,1,3,9.2,31246.8
1590,False,1.9,True,3.0,21.0,1.0,160.0,5.0,18.0,1701.0,4,False,True,1,4,11.7,75723.1
707,False,0.5,False,0.0,16.0,0.1,194.0,2.0,0.0,1853.0,12,True,True,1,4,22.0,70396.2
767,False,1.9,False,16.0,19.0,0.2,185.0,6.0,17.0,2445.0,6,True,True,1,4,6.1,44426.2
1350,True,0.5,True,0.0,50.0,0.8,181.0,8.0,4.0,2287.0,8,True,False,1,4,15.0,13382.4
1117,True,0.6,True,0.0,31.0,0.2,146.0,2.0,7.0,2003.0,14,True,True,2,2,10.6,193091.1
641,True,1.1,False,0.0,7.0,0.9,192.0,1.0,3.0,3595.0,19,True,True,2,4,8.6,36802.7
1002,False,0.8,True,0.0,35.0,0.5,83.0,2.0,4.0,1726.0,19,False,True,1,4,16.8,113364.3
1408,True,2.1,True,10.0,45.0,0.9,89.0,5.0,14.0,3952.0,3,False,True,3,2,10.0,66694.4
1900,True,2.0,True,1.0,41.0,0.5,190.0,8.0,6.0,850.0,4,True,True,1,3,5.1,285402.4
726,False,2.9,False,0.0,43.0,0.1,101.0,8.0,0.0,1446.0,8,True,False,0,3,17.1,29600.0
1544,False,2.3,False,12.0,45.0,0.1,113.0,8.0,20.0,1300.0,18,True,False,1,4,10.6,19080.4
1454,True,1.6,False,6.0,21.0,0.2,160.0,4.0,10.0,719.0,10,True,True,0,4,17.2,11895.3
1230,True,2.2,True,6.0,26.0,0.8,123.0,5.0,7.0,988.0,9,True,True,0,2,12.1,23241.0
1552,False,1.2,False,10.0,53.0,0.3,180.0,8.0,18.0,2606.0,12,False,False,2,4,14.3,19786.0
1519,False,2.1,False,0.0,32.0,0.7,200.0,1.0,10.0,2912.0,15,True,False,2,3,14.9,13969.9
723,True,1.9,False,4.0,30.0,0.3,102.0,1.0,7.0,2339.0,17,True,True,2,2,21.0,132798.4
1191,False,2.4,True,2.0,13.0,0.9,169.0,1.0,7.0,1028.0,8,True,True,0,3,15.2,21350.5
1168,False,1.3,False,9.0,61.0,0.1,90.0,8.0,10.0,3173.0,17,False,True,3,2,9.8,25602.2
1229,False,0.5,True,15.0,14.0,0.8,191.0,2.0,16.0,1667.0,17,False,True,1,2,18.0,12520.0
1758,True,0.5,False,11.0,13.0,0.6,190.0,8.0,14.0,1897.0,15,False,False,2,4,6.3,225455.2
1290,False,0.5,False,0.0,3.0,0.1,143.0,6.0,4.0,1214.0,15,True,True,1,2,12.0,55450.0
574,False,2.8,True,16.0,38.0,0.1,90.0,6.0,17.0,3269.0,10,True,False,2,2,10.6,31594.9
1271,True,0.5,False,12.0,32.0,0.1,113.0,7.0,15.0,445.0,14,False,True,0,2,20.5,128348.8
1170,True,1.2,False,4.0,30.0,0.4,83.0,8.0,15.0,1073.0,8,True,False,0,3,7.2,6457.5
1269,True,1.3,False,14.0,52.0,0.8,118.0,2.0,15.0,665.0,5,False,False,1,2,18.7,163970.1
1288,False,2.8,True,15.0,50.0,0.1,121.0,2.0,20.0,3129.0,2,False,False,3,2,18.0,118288.5
1366,True,0.7,True,0.0,34.0,0.1,150.0,2.0,9.0,3501.0,3,False,False,3,4,17.0,22795.8
1572,True,0.8,True,7.0,8.0,0.8,169.0,5.0,8.0,3461.0,10,True,True,3,4,6.7,106529.7
1627,False,0.9,True,9.0,32.0,0.1,180.0,6.0,16.0,3206.0,16,True,False,3,4,13.4,4198.8
1701,True,0.5,False,13.0,46.0,0.9,115.0,2.0,15.0,3717.0,10,True,False,3,4,11.0,27399.3
1900,True,0.5,True,0.0,55.0,0.9,171.0,1.0,1.0,3917.0,18,False,True,3,4,15.8,73360.4
1974,False,1.0,False,4.0,24.0,0.3,80.0,7.0,13.0,861.0,6,False,True,0,3,8.1,16821.0
1197,True,0.5,True,9.0,20.0,0.1,129.0,5.0,10.0,2885.0,14,True,True,2,3,20.2,18115.8
587,True,2.3,True,4.0,6.0,0.7,170.0,1.0,16.0,2777.0,14,True,False,2,3,9.2,119273.5
934,False,1.1,False,7.0,24.0,0.8,112.0,5.0,12.0,1017.0,9,False,True,0,2,13.9,116934.7
1195,False,2.0,True,1.0,23.0,0.1,82.0,4.0,9.0,980.0,17,False,False,0,4,15.8,11348.1
1853,True,1.0,False,2.0,23.0,0.4,92.0,1.0,15.0,2775.0,17,False,False,3,3,14.6,26993.3
1164,False,1.0,False,4.0,19.0,0.9,95.0,8.0,18.0,3309.0,3,False,True,3,4,15.3,81190.6
1512,True,0.5,False,8.0,18.0,0.1,88.0,3.0,17.0,3607.0,6,True,True,3,4,15.6,131209.2
1232,False,2.9,True,1.0,24.0,0.3,169.0,5.0,17.0,1257.0,16,False,False,0,4,18.9,15452.3
1813,True,0.6,True,0.0,5.0,0.2,198.0,3.0,8.0,759.0,14,True,False,0,4,9.5,46466.1
946,True,2.6,True,17.0,5.0,0.1,166.0,3.0,20.0,3720.0,4,True,False,3,2,16.6,181154.1
739,True,2.3,True,2.0,58.0,0.1,88.0,3.0,4.0,475.0,6,False,True,0,4,9.2,175638.3
704,True,2.7,False,8.0,29.0,0.2,80.0,1.0,10.0,1122.0,10,True,True,0,4,9.5,175997.1
1663,True,0.5,False,0.0,40.0,0.6,147.0,4.0,15.0,1336.0,15,False,False,1,3,9.4,156308.0
1966,True,1.4,True,2.0,40.0,0.9,185.0,8.0,18.0,1185.0,20,True,False,2,2,11.2,212360.6
1219,False,1.0,True,0.0,17.0,0.7,196.0,5.0,4.0,705.0,6,True,True,0,2,11.4,42404.0
612,True,0.7,False,6.0,35.0,0.6,181.0,5.0,12.0,3169.0,6,False,False,2,2,16.6,104221.6
1658,True,1.4,False,0.0,39.0,0.7,182.0,1.0,5.0,3483.0,15,False,True,3,4,10.0,21402.0
1263,False,0.5,False,12.0,64.0,0.3,175.0,5.0,18.0,1183.0,17,False,True,1,2,14.3,23438.7
1395,True,2.8,False,0.0,55.0,0.6,118.0,3.0,1.0,3373.0,16,True,False,3,4,11.2,124770.9
621,True,2.7,True,0.0,54.0,0.1,151.0,4.0,20.0,2801.0,5,True,True,2,3,6.1,64744.3
652,False,0.5,True,1.0,58.0,0.6,142.0,3.0,2.0,565.0,9,False,True,0,2,21.6,16777.0
1175,False,0.6,False,10.0,25.0,0.1,145.0,2.0,12.0,3153.0,12,False,False,2,3,9.8,20983.4
561,True,1.0,False,0.0,11.0,0.1,163.0,8.0,10.0,3421.0,5,True,True,2,3,16.1,35937.4
1137,False,2.2,False,6.0,3.0,0.9,173.0,5.0,7.0,316.0,17,False,False,0,4,20.5,78353.7
1835,True,2.3,False,4.0,11.0,0.1,193.0,7.0,13.0,448.0,14,False,False,0,4,24.8,9050.6
1170,False,2.9,True,2.0,40.0,0.4,169.0,6.0,5.0,2366.0,2,True,True,1,3,17.9,16316.6
1595,True,0.8,True,0.0,44.0,0.7,85.0,4.0,20.0,3881.0,9,False,True,3,4,17.2,109425.1
1719,True,2.0,False,0.0,12.0,0.3,122.0,8.0,7.0,462.0,5,False,False,0,2,6.7,32382.1
1770,False,2.3,True,0.0,7.0,0.8,128.0,7.0,6.0,1480.0,17,False,False,1,3,6.1,225421.6
1312,False,0.5,True,0.0,28.0,0.8,163.0,2.0,0.0,1087.0,14,False,False,1,4,23.3,98110.8
1878,False,1.5,True,5.0,56.0,0.3,139.0,5.0,13.0,2711.0,3,True,True,2,4,8.2,12475.2
1871,True,2.0,False,7.0,20.0,0.1,81.0,7.0,14.0,2144.0,12,True,True,2,4,17.7,8362.5
922,False,1.5,True,1.0,35.0,0.9,188.0,7.0,15.0,1165.0,4,True,True,0,4,19.9,70609.4
1975,True,1.5,False,6.0,16.0,0.9,128.0,8.0,11.0,2998.0,13,True,False,2,4,6.4,8187.5
1212,False,2.6,False,1.0,46.0,0.3,102.0,4.0,8.0,2249.0,4,True,True,2,4,14.3,73277.3
1430,True,0.9,False,3.0,56.0,0.1,179.0,3.0,5.0,752.0,17,False,True,0,2,18.8,27421.0
1958,True,1.9,True,0.0,4.0,0.2,190.0,2.0,3.0,1409.0,3,False,False,1,2,16.8,11526.7
1836,True,2.1,True,0.0,30.0,0.2,184.0,7.0,15.0,3072.0,5,True,False,3,4,7.6,44668.4
557,True,1.6,False,0.0,24.0,0.5,125.0,3.0,0.0,1305.0,3,False,True,0,3,14.4,103282.3
539,True,0.6,True,9.0,21.0,0.1,145.0,7.0,14.0,3597.0,9,False,False,2,2,14.9,22150.9
880,False,0.5,True,1.0,44.0,0.5,172.0,8.0,15.0,3132.0,6,True,True,2,2,10.6,53554.0
1369,True,1.8,True,6.0,34.0,0.5,162.0,1.0,7.0,3856.0,18,True,True,3,2,18.4,21849.5
1109,True,2.7,True,1.0,39.0,0.4,98.0,1.0,9.0,1524.0,7,True,True,1,3,18.0,138095.4
843,False,1.8,True,0.0,16.0,0.1,166.0,5.0,6.0,3673.0,20,False,True,3,3,12.0,89598.0
598,False,2.3,True,7.0,21.0,0.7,196.0,2.0,10.0,3293.0,7,False,True,2,3,8.9,89622.5
972,True,2.7,True,1.0,5.0,1.0,126.0,4.0,2.0,3035.0,19,False,True,2,3,13.9,40330.4
1944,True,0.5,False,5.0,36.0,0.1,197.0,6.0,18.0,584.0,13,True,False,1,4,22.0,94918.2
1225,False,0.7,True,0.0,2.0,0.6,138.0,7.0,1.0,2675.0,15,True,False,2,4,16.3,14657.5
644,True,1.3,True,7.0,30.0,0.5,114.0,1.0,16.0,2382.0,19,False,True,2,4,9.0,209506.7
1919,False,1.5,False,5.0,48.0,0.8,150.0,4.0,6.0,1391.0,12,False,True,1,4,23.0,15741.9
501,False,2.3,False,12.0,54.0,0.3,131.0,4.0,19.0,2346.0,2,False,True,1,4,17.7,31008.8
1620,True,2.2,True,0.0,30.0,0.2,185.0,3.0,3.0,606.0,18,False,False,0,4,6.0,143242.7
1227,True,1.1,True,0.0,34.0,0.2,130.0,3.0,3.0,1324.0,12,True,True,1,2,7.6,219109.9
1359,True,0.5,True,1.0,58.0,0.5,107.0,6.0,3.0,1076.0,4,True,True,0,4,17.9,22449.5
1914,False,0.7,False,1.0,35.0,0.6,118.0,8.0,2.0,643.0,8,False,True,1,3,17.0,94255.4
1645,True,1.8,False,1.0,21.0,0.7,123.0,7.0,2.0,783.0,20,False,False,0,3,12.8,91662.2
1063,True,1.1,False,0.0,26.0,0.8,101.0,5.0,2.0,3809.0,5,False,True,3,4,23.3,63873.6
946,False,2.1,False,0.0,19.0,0.2,154.0,8.0,0.0,2104.0,16,True,False,1,4,8.1,12366.7
1231,False,1.2,True,5.0,54.0,0.8,185.0,3.0,10.0,1762.0,6,True,False,1,3,5.8,129015.2
1397,False,2.9,True,13.0,9.0,0.5,87.0,6.0,18.0,3137.0,11,True,True,3,3,12.0,217019.0
701,True,0.7,False,7.0,15.0,0.5,160.0,3.0,11.0,1756.0,17,True,True,1,3,6.7,187837.6
570,True,0.5,True,2.0,9.0,0.3,111.0,7.0,5.0,3663.0,14,False,False,3,2,17.2,148344.6
1993,True,0.5,False,10.0,27.0,0.3,147.0,8.0,11.0,2437.0,9,False,False,2,4,14.0,5464.3
955,False,0.5,True,4.0,43.0,0.9,143.0,5.0,8.0,1432.0,9,True,True,1,3,15.0,125715.2
924,False,0.5,True,0.0,47.0,0.3,167.0,8.0,6.0,1620.0,12,False,False,1,4,22.7,8625.7
600,False,0.5,False,0.0,14.0,0.8,112.0,5.0,2.0,1655.0,9,False,False,0,2,18.0,13280.0
518,False,0.8,True,0.0,3.0,0.1,178.0,7.0,1.0,2832.0,8,False,True,2,3,5.0,170167.8
1063,True,2.5,False,0.0,31.0,0.9,95.0,6.0,10.0,961.0,5,True,False,0,4,17.1,16130.1
920,True,0.5,False,2.0,46.0,0.8,149.0,3.0,3.0,2608.0,2,False,True,2,2,6.0,250569.7
1715,False,1.9,False,4.0,3.0,0.1,171.0,5.0,6.0,514.0,13,False,False,0,4,8.1,16112.1
1841,True,1.3,True,6.0,14.0,0.6,167.0,8.0,8.0,2304.0,18,False,True,2,2,7.1,56126.2
543,True,0.5,True,4.0,60.0,0.7,132.0,5.0,7.0,933.0,5,True,False,0,4,14.0,51034.5
1762,True,2.7,True,13.0,25.0,0.9,189.0,1.0,14.0,1896.0,20,True,True,1,4,17.2,9191.9
1112,True,0.5,True,1.0,53.0,0.6,121.0,4.0,16.0,3655.0,20,True,False,3,3,7.6,22753.4
709,True,2.0,True,0.0,35.0,0.1,136.0,1.0,0.0,1973.0,16,True,True,1,2,15.0,164388.0
1315,True,2.6,False,7.0,64.0,0.8,128.0,7.0,16.0,3278.0,13,False,False,2,2,6.7,5063.4
1762,True,2.5,False,10.0,15.0,0.3,107.0,8.0,11.0,2183.0,11,True,False,2,4,8.5,176999.1
1462,True,1.7,True,1.0,25.0,0.2,182.0,7.0,18.0,824.0,13,False,True,0,3,15.8,8512.5
571,False,1.6,True,8.0,35.0,0.2,186.0,7.0,20.0,2598.0,8,True,False,1,3,13.9,16324.7
666,True,0.5,True,7.0,54.0,0.4,81.0,3.0,13.0,1254.0,9,True,True,0,4,17.5,4484.2
1994,False,1.5,True,2.0,7.0,0.5,146.0,8.0,7.0,3622.0,20,False,True,3,4,7.0,91635.0
1583,True,2.1,True,11.0,14.0,0.7,148.0,7.0,16.0,1704.0,2,False,True,2,3,21.4,72674.9
1778,False,1.4,True,3.0,45.0,1.0,132.0,4.0,17.0,1624.0,9,True,False,1,4,19.8,2293.3
1926,True,1.1,False,13.0,50.0,0.2,179.0,6.0,17.0,3809.0,17,True,False,3,4,20.8,17836.5
966,True,0.6,False,9.0,50.0,0.2,117.0,4.0,10.0,2574.0,5,False,True,2,4,10.0,253628.4
568,False,2.0,False,1.0,36.0,0.3,179.0,3.0,4.0,950.0,9,False,False,0,3,19.2,16054.3
1897,False,3.0,False,1.0,21.0,0.5,192.0,8.0,2.0,273.0,3,True,True,0,4,18.0,140932.5
1695,False,0.5,True,6.0,46.0,0.7,200.0,3.0,9.0,446.0,15,True,True,1,4,20.6,165015.4
1623,True,1.2,False,6.0,61.0,0.9,120.0,7.0,12.0,1510.0,17,True,False,2,4,15.6,184139.5
914,True,0.5,False,0.0,26.0,0.7,147.0,4.0,0.0,1122.0,2,True,True,0,4,15.0,33935.1
1721,True,0.5,True,4.0,33.0,0.5,128.0,4.0,5.0,707.0,5,True,True,0,4,19.1,47791.0
890,True,2.2,True,4.0,44.0,0.5,198.0,8.0,13.0,751.0,3,False,False,0,2,7.6,264684.5
600,False,0.5,False,1.0,48.0,0.8,191.0,3.0,7.0,3393.0,8,False,False,2,3,13.9,52803.2
1677,False,1.8,True,4.0,11.0,0.7,124.0,6.0,8.0,3771.0,12,False,False,3,3,16.2,24707.8
723,False,0.5,False,0.0,3.0,0.2,168.0,4.0,3.0,1851.0,16,False,False,1,4,15.3,105108.5
638,False,1.7,True,11.0,27.0,0.5,102.0,4.0,17.0,2735.0,9,True,False,2,3,7.3,221848.4
852,False,1.0,True,4.0,62.0,0.7,104.0,7.0,13.0,2253.0,7,True,False,1,4,17.5,19405.0
1979,True,1.6,True,0.0,32.0,0.2,165.0,7.0,1.0,452.0,14,True,False,0,2,14.3,94950.3
710,True,0.5,False,6.0,32.0,0.8,151.0,5.0,9.0,1419.0,18,True,False,0,2,16.3,25499.7
1034,False,2.6,True,2.0,45.0,0.3,190.0,3.0,4.0,969.0,7,False,False,0,4,15.0,15688.4
600,False,2.5,True,8.0,22.0,0.1,145.0,1.0,11.0,3441.0,5,False,False,2,4,19.0,12659.7
1027,False,0.5,False,2.0,64.0,0.9,103.0,2.0,7.0,3786.0,12,False,False,3,4,20.8,142615.7
1260,False,0.6,False,5.0,13.0,1.0,106.0,6.0,6.0,2710.0,8,True,False,2,4,13.0,9341.5
1793,False,1.8,True,10.0,12.0,0.5,169.0,6.0,17.0,3533.0,15,True,True,3,3,21.3,72298.0
675,False,2.3,False,10.0,60.0,0.9,144.0,5.0,15.0,1735.0,13,False,True,0,3,7.0,20763.4
658,True,2.7,False,0.0,12.0,0.9,103.0,7.0,3.0,3587.0,20,False,False,3,4,17.8,113651.7
1694,True,0.6,False,0.0,34.0,0.3,102.0,7.0,7.0,2298.0,2,True,False,2,4,17.7,11693.4
804,True,0.8,True,12.0,41.0,0.9,89.0,1.0,13.0,2027.0,11,False,False,1,4,12.1,47930.7
1713,False,2.5,True,1.0,27.0,0.9,127.0,7.0,3.0,2406.0,20,False,True,2,3,16.4,43295.5
706,False,0.5,False,13.0,31.0,0.1,108.0,3.0,19.0,2419.0,4,False,True,1,4,10.6,48050.4
1362,False,0.5,False,3.0,25.0,0.8,131.0,7.0,9.0,995.0,18,True,True,0,2,9.2,90463.6
1527,False,2.7,False,10.0,60.0,0.1,154.0,5.0,14.0,2078.0,11,True,True,2,4,5.8,101209.7
768,False,0.5,True,0.0,19.0,0.9,159.0,2.0,1.0,1145.0,7,False,True,0,2,19.0,33224.6
1314,False,2.9,True,8.0,41.0,0.1,155.0,4.0,12.0,626.0,4,True,True,0,4,10.8,6037.1
705,True,0.5,False,5.0,57.0,0.9,155.0,6.0,9.0,1509.0,18,True,True,1,4,18.6,82292.3
1403,False,2.7,False,2.0,26.0,0.1,164.0,5.0,3.0,3371.0,9,False,True,3,4,15.8,36500.7
1486,False,2.6,False,7.0,52.0,0.1,85.0,4.0,15.0,297.0,15,True,False,0,2,13.0,192170.0
781,False,1.1,False,2.0,38.0,0.4,198.0,5.0,7.0,3508.0,5,False,True,3,2,15.3,33261.2
986,True,1.5,False,1.0,23.0,0.8,183.0,8.0,3.0,2385.0,19,False,False,1,4,18.4,20478.3
1310,False,1.4,False,0.0,33.0,0.4,105.0,1.0,14.0,1301.0,19,False,True,1,2,17.7,46265.3
560,True,2.0,True,6.0,57.0,0.3,81.0,3.0,12.0,2167.0,7,False,True,1,4,14.9,7124.8
1348,False,1.3,False,0.0,43.0,0.4,116.0,5.0,6.0,3914.0,8,False,True,3,3,10.4,9827.3
1567,False,0.5,True,3.0,22.0,0.5,119.0,6.0,6.0,2312.0,18,False,False,2,3,9.1,97081.9
1940,True,0.9,True,4.0,17.0,0.7,93.0,5.0,7.0,2297.0,8,True,False,2,2,15.2,6322.1
1979,True,2.9,True,0.0,19.0,1.0,176.0,3.0,9.0,411.0,2,True,True,0,4,8.2,248669.8
561,True,2.1,True,7.0,2.0,0.1,193.0,3.0,13.0,665.0,4,True,False,0,4,10.0,136517.0
1717,True,1.3,False,1.0,62.0,0.7,130.0,1.0,3.0,3226.0,5,True,False,3,2,7.2,68512.5
535,False,1.5,False,1.0,48.0,0.7,113.0,1.0,4.0,740.0,18,True,False,0,4,14.9,15784.6
1413,False,0.5,True,4.0,39.0,0.1,185.0,5.0,12.0,3878.0,4,False,False,3,4,24.8,55217.8
1358,False,2.5,True,0.0,20.0,0.6,135.0,7.0,0.0,3406.0,11,False,True,3,2,5.1,481897.1
1519,False,2.9,False,2.0,30.0,0.7,112.0,7.0,8.0,2440.0,10,True,True,2,3,10.3,185402.3
1254,False,1.2,True,2.0,50.0,0.7,108.0,5.0,6.0,3959.0,17,True,False,3,3,10.8,43333.9
1591,True,2.2,False,3.0,49.0,0.4,154.0,6.0,7.0,3703.0,20,True,False,3,4,18.0,144781.8
977,True,2.8,True,2.0,35.0,0.6,165.0,2.0,15.0,3714.0,10,True,True,3,2,19.2,145662.7
1640,True,0.7,False,10.0,21.0,0.8,169.0,7.0,14.0,337.0,5,True,False,0,4,16.3,47011.6
663,False,0.8,True,0.0,25.0,0.6,183.0,2.0,1.0,3176.0,2,False,True,2,3,6.3,20890.5
1744,True,1.0,False,1.0,20.0,0.5,112.0,8.0,3.0,1205.0,14,False,False,1,4,19.3,2529.7
1624,False,1.6,True,8.0,28.0,0.4,150.0,2.0,10.0,2473.0,2,False,False,2,3,19.4,24825.3
1108,True,1.3,True,14.0,2.0,0.3,169.0,7.0,20.0,1229.0,4,True,False,0,4,5.8,62471.7
1188,True,1.4,True,0.0,9.0,0.6,114.0,2.0,0.0,2896.0,16,False,True,3,4,16.3,127985.4
817,False,1.3,False,0.0,11.0,0.5,144.0,3.0,11.0,2039.0,19,True,False,1,2,12.5,44244.2
863,False,1.6,True,5.0,6.0,0.7,133.0,4.0,13.0,520.0,18,False,True,0,4,10.2,126459.1
1397,False,2.4,True,5.0,3.0,0.2,121.0,3.0,15.0,1378.0,4,True,True,1,4,23.4,30680.1
1108,False,1.0,False,3.0,49.0,0.7,140.0,5.0,12.0,3254.0,16,False,False,3,3,12.0,180205.7
1068,False,2.0,True,1.0,37.0,0.9,184.0,7.0,13.0,1803.0,7,False,False,1,4,6.4,58066.9
